brand,name,price,decimals,currency,price_without_vat,availability,description
ASUS,ASUS R510VX DM527T I5 7300 8GB 1TB 950 15.6 W10 – Portátil,935,"0,66",€,"773,27€ (sin IVA)",Sólo quedan 2 unidades,"Te presentamos el portatil de Asus, el R510VX-DM527T CON PROCESADOR I5-7300HQ, 8GB de memoria RAM, 1TB de alamacenamiento interno, grafica Nvidia GTX950M de 2GB, pantalla de 15.6″ FHD, grabadora y Windows 10."
MSI,MSI PS42 218XES i7 8550 8GB 512GB DOS 14″ – Portátil,949,0,€,"784,30€ (sin IVA)",Sólo queda 1 unidad,"Te presentamos en LifeInformatica el PS42 8M-218XES de MSI, un portátil con procesador Intel Core i7,8GB de RAM y 512GB SSD."
ASUS,ASUS UX430UA-GV264T i7 8550 8GB 256GB W10 – Portátil,965,0,€,"797,52€ (sin IVA)",Sólo quedan 2 unidades,"Los ultraportátiles ZenBook siempre han sido únicos, pero el elegante y sofisticado ZenBook UX430 se lleva la palma: ¡Hemos conseguido montar una pantalla de 14 pulgadas en un chasis con unas dimensiones propias de un equipo de 13! Por primera vez, ya no te verás obligado a escoger entre productividad y portabilidad. El increíble ZenBook UX430 hace gala del icónico estilo ZenBook complementado con un formato fino y ligero que permite cargar con él sin problemas. En su interior, está equipado con componentes de alto rendimiento para realizar cualquier tarea con él. El ZenBook te ofrece más en un formato más reducido, ¿a qué esperas?"
ASUS,ASUS UX430UN-GV033T i5 8250 8GB 256GB MX150 W10 – Portátil,969,0,€,"800,83€ (sin IVA)",,"Los ultraportátiles ZenBook siempre han sido únicos, pero el elegante y sofisticado ZenBook UX430 se lleva la palma: ¡Hemos conseguido instalar una pantalla de 14 pulgadas en un chasis con unas dimensiones propias de un equipo de 13! Por primera vez, ya no te verás obligado a escoger entre productividad y portabilidad. El increíble ZenBook UX430 hace gala del icónico estilo ZenBook, de un formato muy fino y ligero y componentes de alto rendimiento para que puedas realizar cualquier tarea desde donde quieras con él. El ZenBook te ofrece más en un formato más reducido, ¿a qué esperas?"
ASUS,ASUS R510VX DM528T I7 7700 8GB 1TB 950 FHD W10 – Portátil,969,"0,21",€,"801,00€ (sin IVA)",Sólo queda 1 unidad,"ASUS R510VX-DM528T. Color del producto: Gris, Tipo de producto: Portátil, Diagonal de la pantalla: 39,6 cm (15.6″), Resolución de la pantalla: 1920 x 1080 Pixeles, Tipo HD: Full HD. Frecuencia del procesador: 2,8 GHz, Familia de procesador: 7ª generación de procesadores Intel Core i7, Modelo del procesador: i7-7700HQ. Memoria interna: 8 GB, Tipo de memoria interna: DDR4-SDRAM, Memoria interna máxima: 24 GB. Capacidad total de almacenaje: 1000 GB, Unidad de almacenamiento: Unidad de disco duro, Capacidad de disco duro: 1000 GB"
MSI,MSI PE62 009XES i7 8750 8GB 1TB+256GB 1050 DOS – Porátil,999,0,€,"825,62€ (sin IVA)",,"Te presentamos el nuevo portátil PE62 8RC 009XES Equipado con un procesador de 8ª Generación lo más nuevo del mercado , un Intel i7 8750H con el que podrás hacerlo todo desde la tarea más complicada hasta jugar a juegos de última generación. Guarda toda tu información en un disco duro de 7200 RPM de 1TB de capacidad , y si lo que quieres es velocidad aprovecha el disco duro SSD de 256GB para almacenar ahí todos los programas y juegos que más velocidad de acceso necesites. Este portátil es tan completo que lleva 8GB de memoria RAM para poder abrir varias aplicaciones a la vez sin notar ningún tipo de lentitud. Incorpora una Tarjeta gráfica Nvidia Geforce GTX 1050 con la que podrás jugar a tus juegos favoritos. Disfruta de una pantalla Full HD de 15.6” con un 94% de NTSC para poder ver como nunca tus juegos. Un portátil de ultimas prestaciones con un precio inigualable en Life Informatica"
MSI,MSI GV62 012XES i7 8750 8GB 1TB+256GB 1050 DOS – Portátil,999,0,€,"825,62€ (sin IVA)",Sólo queda 1 unidad,"Te presentamos el nuevo portátil GV62 8RC-012XES Equipado con un procesador de 8ª Generación lo más nuevo del mercado , un Intel i7 8750H con el que podrás hacerlo todo desde la tarea más complicada hasta jugar a juegos de última generación. Guarda toda tu información en un disco duro de 7200 RPM de 1TB de capacidad y si lo que quieres es velocidad aprovecha el disco duro SSD de 256GB para almacenar ahí todos los programas y juegos que más velocidad de acceso necesites. Este portátil es tan completo que lleva 8GB de memoria RAM para poder abrir varias aplicaciones a la vez sin notar ningún tipo de lentitud. Incorpora una Tarjeta gráfica Nvidia Geforce GTX 1050 con la que podrás jugar a tus juegos favoritos. Disfruta de una pantalla Full HD de 15.6” con un 94% de NTSC para poder ver como nunca tus juegos. Un portátil de ultimas prestaciones con un precio inigualable en Life Informatica"
LENOVO,Lenovo YOGA 720-13IKB I5 8250U 8GB 256G W10 Plata – Portátil,1008,"0,22",€,"833,24€ (sin IVA)",,"Procesador: Core i5; RAM Instalada: 8,00 GB; Tamaño pantalla: 13,30 ‘; Disco duro: 256,00 GB; Pantalla táctil: Sí; Sistema operativo: Windows 10; Versión sistema operativo: Home"
LENOVO,Lenovo YOGA 520-14IKBR I7 8550 8GB 256GB W10 – Portátil,1008,"0,22",€,"833,24€ (sin IVA)",,"Una magnífica tecnología de vídeo. Audio inmersivo de alta calidad. Características optimizadas para los chats de vídeo. El Yoga 520 reúne todas estas ventajas en un elegante portátil 2 en 1 de 35,56 cm(14″) equipado con potentes procesadores y una batería de gran autonomía. Mejora aún más la experiencia que vas a disfrutar con opciones de vanguardia, como el Lápiz activo de Lenovo y un lector de huellas dactilares para blindar tu seguridad."
ASUS,ASUS UX490UA-BE029T i5 7200 8GB 256GB W10 – Portátil,1026,"0,08",€,"848,00€ (sin IVA)",Sólo queda 1 unidad,Asus ZenBook 3 Deluxe – Procesador Intel Core i5 7200U / 2.50 GHz (3.10 GHz turbo) – Sistema operativo Windows 10 Home 64 bits – 8 GB DDR3L Memoria RAM – 256 GB SSD Almacenamiento – Pantalla 14″ 1920×1080 (FullHD) – Gráficos Intel HD Graphics 620 – Bluetooth 4.1 – 802.11ac – color azul real ZenBookDeluxe
ASUS,ASUS S510UQ BR506T I7 8550 8GB 256GB 940 15.6 W10 – Portátil,1039,0,€,"858,68€ (sin IVA)",Sólo queda 1 unidad,"El ASUS VivoBook S15 incorpora un panel Full HD de 15,6” en un chasis con las dimensiones de un equipo de 14. Para conseguir tal hazaña, fue necesario crear un marco NanoEdge que le otorgase una proporción pantalla-frontal del 80 %. La pantalla también cuenta con tecnología Wide-View de 178°, que permite visualizar la pantalla desde ángulos extremos sin que los colores se degraden; una característica muy útil a la hora de compartir contenidos y trabajar en equipo."
MSI,MSI GL73 020XES i7 8750 8GB 1TB+256GB 1050 DOS – Portátil,1049,0,€,"866,94€ (sin IVA)",,"Te presentamos el nuevo portátil GL73 8RC 020XES  Equipado con un procesador de 8ª Generación lo más nuevo del mercado , un Intel i7 8750H con el que podrás hacerlo todo desde la tarea más complicada hasta jugar a juegos de última generación. Guarda toda tu información en un disco duro de 7200 RPM de 1TB de capacidad , y si lo que quieres es velocidad aprovecha el disco duro SSD de 256GB para almacenar ahí todos los programas y juegos que más velocidad de acceso necesites. Este portátil es tan completo que lleva 8GB de memoria RAM para poder abrir varias aplicaciones a la vez sin notar ningún tipo de lentitud. Incorpora una Tarjeta gráfica Nvidia Geforce GTX 1050 con la que podrás jugar a tus juegos favoritos. Disfruta de una pantalla Full HD de 17.3” para poder ver como nunca tus juegos. Un portátil de ultimas prestaciones con un precio inigualable en Life Informatica"
MSI,MSI PS42 032XES i7 8550 8GB 512 MX150 DOS – Portátil,1049,0,€,"866,94€ (sin IVA)",Sólo queda 1 unidad,"Te presentamos en Life Informatica el PS42 8RB-032ES de MSI, un portátil gaming con procesador Intel Core i7,8GB de RAM y 512GB SSD, todo bajo una gráfica Nvidia GeForce MX 150M con 2GB GDDR5."
MSI,MSI GV62 011XES i7 8750 8GB 1TB+256GB 1050 Ti DOS – Portátil,1049,0,€,"866,94€ (sin IVA)",,"Te presentamos el nuevo portátil GV62 8RD-011XES Equipado con un procesador de 8ª Generación lo más nuevo del mercado , un Intel i7 8750H con el que podrás hacerlo todo desde la tarea más complicada hasta jugar a juegos de última generación. Guarda toda tu información en un disco duro de 7200 RPM de 1TB de capacidad y si lo que quieres es velocidad aprovecha el disco duro SSD de 256GB para almacenar ahí todos los programas y juegos que más velocidad de acceso necesites. Este portátil es tan completo que lleva 8GB de memoria RAM para poder abrir varias aplicaciones a la vez sin notar ningún tipo de lentitud. Incorpora una Tarjeta gráfica Nvidia Geforce GTX 1050 Ti con la que podrás jugar a tus juegos favoritos. Disfruta de una pantalla Full HD de 15.6” con un 94% de NTSC para poder ver como nunca tus juegos. Un portátil de ultimas prestaciones con un precio inigualable en Life Informatica"
MSI,MSI GL63 277XES I7 8750H 16GB 1TB+256GB 1050 DOS – Portátil,1049,0,€,"866,95€ (sin IVA)",Sólo queda 1 unidad,"Prepárate para sentir todo el poder del juego con el potente ordenador portátil de MSI GL63 8RC-277XES. Un portátil Gaming dotado con un procesador Coffeelake i7, 16GB de RAM, 1TB de almacenamiento con 256 GB SSD, y todo bajo una potente gráfica NVIDIA GeForce® GTX 1050 4GB GDDR5."
LENOVO,Lenovo YOGA 730-13IKI I5 8250 8GB 256GB W10 – Portátil,1093,"0,91",€,"904,06€ (sin IVA)",,"El Yoga 730 es un dispositivo multimodo de verdad, diseñado con elegancia para tener el mismo estilo ya sea en modo tablet o en modo portátil. Con un peso ligero como una pluma de 1,19 kg y pulido en aluminio excepcional, el Yoga 730 es el mejor complemento para tu estilo, sin importar dónde te lleve el día. Gracias a la tecnología Rapid Charge, 15 minutos de carga* te darán 2 horas de uso y, con una duración de la batería de hasta 11,5 horas para empezar, nunca disminuirás tu ritmo aunque la batería empiece a ralentizar.Disfruta de una experiencia realmente inmersiva con el sonido Dolby Atmos, que crea un espacio auditivo tridimensional en el que el sonido cobra vida por completo y en profundidad en tus auriculares."
MSI,MSI PE72 006XES i7 8750 8GB 1TB+256GB 1050 DOS – Portátil,1099,0,€,"908,26€ (sin IVA)",Sólo quedan 2 unidades,"Te presentamos el nuevo portátil PE72 8RC-006XES Equipado con un procesador de 8ª Generación lo más nuevo del mercado , un Intel i7 8750H con el que podrás hacerlo todo desde la tarea más complicada hasta jugar a juegos de última generación. Guarda toda tu información en un disco duro de 7200 RPM de 1TB de capacidad , y si lo que quieres es velocidad aprovecha el disco duro SSD de 256GB para almacenar ahí todos los programas y juegos que más velocidad de acceso necesites. Este portátil es tan completo que lleva 8GB de memoria RAM para poder abrir varias aplicaciones a la vez sin notar ningún tipo de lentitud. Incorpora una Tarjeta gráfica Nvidia Geforce GTX 1050 con la que podrás jugar a tus juegos favoritos.  Disfruta de una pantalla Full HD de 17.3 para poder ver como nunca tus juegos. Un portátil de ultimas prestaciones con un precio inigualable en Life Informatica"
MSI,MSI GF62 1808XES I7 7700 16G 1TB+256G 1050 TI DOS – Portátil,1099,0,€,"908,26€ (sin IVA)",Sólo queda 1 unidad,Procesador Intel Core i7 7700HQ (2.80GHz) – Sistema operativo FreeDOS – 16 GB DDR4 Memoria RAM – 1 TB HDD + 256 GB HDD Almacenamiento – Pantalla 15.6″ FullHD (1920×1080) – Gráfica NVIDIA GeForce GTZ 1050 Ti 4 GB GDDR5 – 802.11ac – Bluetooth 4.2 – color negro
MSI,MSI GV72 008XES i7 8750 8GB 1TB+256GB 1050 Ti DOS – Portátil,1149,0,€,"949,59€ (sin IVA)",Sólo quedan 2 unidades,"Te presentamos el nuevo portátil GV72 8RD 008XES Equipado con un procesador de 8ª Generación lo más nuevo del mercado , un Intel i7 8750H con el que podrás hacerlo todo desde la tarea más complicada hasta jugar a juegos de última generación. Guarda toda tu información en un disco duro de 7200 RPM de 1TB de capacidad , y si lo que quieres es velocidad aprovecha el disco duro SSD de 256GB para almacenar ahí todos los programas y juegos que más velocidad de acceso necesites. Este portátil es tan completo que lleva 8GB de memoria RAM para poder abrir varias aplicaciones a la vez sin notar ningún tipo de lentitud. Incorpora una Tarjeta gráfica Nvidia Geforce GTX 1050 Ti con la que podrás jugar a tus juegos favoritos. Disfruta de una pantalla Full HD de 17.3” para poder ver como nunca tus juegos. Un portátil de ultimas prestaciones con un precio inigualable en Life Informatica"
MSI,MSI GF63 069ES i7 8750 8GB 1TB 1050 W10 – Portátil,1149,0,€,"949,59€ (sin IVA)",,"Este portátil gaming combina un diseño ligero con unas prestaciones por encima de la media. El MSI GF63 8RC-069ES alardea de potencia con un procesador Intel® Core™ i7 8750H y gráfica NVIDIA® GeForce® GTX 1050, argumentos suficientes para disfrutar de los juegos con total fluidez y estabilidad. A estos componentes se suman los 8GB de memoria, un disco duro de 1TB  y pantalla Full HD de 15.6”, además de una amplia conectividad y teclado retroiluminado. Apuesta por una marca líder en portátiles gaming con el MSI GF63 8RC-069ES. J151"
APPLE,"Apple MacBook Air 13 i5 1,8Ghz 8GB 256GB – Portátil",1182,"0,71",€,"977,45€ (sin IVA)",,"Intel Core i5 de doble núcleo a 1,8 GHz (Turbo Boost de hasta 2,9 GHz) 8 GB de memoria LPDDR3 a 1.600 MHz 256 GB de almacenamiento SSD Intel HD Graphics 6000 Kit de accesorios Teclado retroiluminado – Español"
LENOVO,Lenovo YOGA 720-13IKB I5 8250U 8GB 256GB W10 Gold – Portátil,1186,"0,69",€,"980,74€ (sin IVA)",,"Procesador: Core i5; RAM Instalada: 8,00 GB; Tamaño pantalla: 13,30 ‘; Disco duro: 256,00 GB; Pantalla táctil: Sí; Sistema operativo: Windows 10; Versión sistema operativo: Home"
MSI,MSI PS42 021ES i7 8550 16GB 512GB MX150 W10 14″ – Portátil,1199,0,€,"990,91€ (sin IVA)",,"Te presentamos en Life Informatica el PS42 8RB-021ES de MSI, un portátil gaming con procesador Intel Core i7,16GB de RAM y 512GB SSD, todo bajo una gráfica Nvidia GeForce MX 150M con 2GB GDDR5., ,Procesador Intel® CoreTM i7 de hasta 8ª generación y SSD ultrarrápido,ofrecen una capacidad informática excelente y un tiempo de arranque instantáneo, "
MSI,MSI GF62 010XES i7 8750 16GB 1TB+256G 1050 Ti DOS – Portátil,1199,0,€,"990,91€ (sin IVA)",Sólo queda 1 unidad,"Te presentamos el nuevo portátil GF62 8RD-010XES Equipado con un procesador de 8ª Generación lo más nuevo del mercado , un Intel i7 8750H con el que podrás hacerlo todo desde la tarea más complicada hasta jugar a juegos de última generación. Guarda toda tu información en un disco duro de 7200 RPM de 1TB de capacidad , y si lo que quieres es velocidad aprovecha el disco duro SSD de 256GB para almacenar ahí todos los programas y juegos que más velocidad de acceso necesites. Este portátil es tan completo que lleva 16GB de memoria RAM para poder abrir varias aplicaciones a la vez sin notar ningún tipo de lentitud. Incorpora una Tarjeta gráfica Nvidia Geforce GTX 1050 Ti con la que podrás jugar a tus juegos favoritos. Disfruta de una pantalla Full HD de 15.6” con un 94% de NTSC para poder ver como nunca tus juegos. Un portátil de ultimas prestaciones con un precio inigualable en Life Informatica"
ASUS,ASUS ZenBook 3 UX390UA-GS042T i5 7200U 8GB 256GB – Portátil,1205,"0,59",€,"996,36€ (sin IVA)",Sólo quedan 2 unidades,Core i5 7200U / 2.5GHz – Windows 10 Home 64 bit Edition – 8 GB RAM – 256 GB SSD M.2 – sin unidad óptica – 12.5″ LED 1920 x 1080 (FullHD) – Intel HD Graphics 620 – Bluetooth 4.1 – 801.11ac – azul
MSI,MSI GF72 007XES i7 8750 16GB 1TB+256G 1050 Ti DOS – Portátil,1249,0,€,"1032,23€ (sin IVA)",,"Te presentamos el nuevo portátil GF72 8RD-007XES Equipado con un procesador de 8ª Generación lo más nuevo del mercado , un Intel i7 8750H con el que podrás hacerlo todo desde la tarea más complicada hasta jugar a juegos de última generación. Guarda toda tu información en un disco duro de 7200 RPM de 1TB de capacidad , y si lo que quieres es velocidad aprovecha el disco duro SSD de 256GB para almacenar ahí todos los programas y juegos que más velocidad de acceso necesites. Este portátil es tan completo que lleva 16GB de memoria RAM para poder abrir varias aplicaciones a la vez sin notar ningún tipo de lentitud. Incorpora una Tarjeta gráfica Nvidia Geforce GTX 1050 Ti con la que podrás jugar a tus juegos favoritos. Disfruta de una pantalla Full HD de 17.3” con un 94% de NTSC para poder ver como nunca tus juegos. Un portátil de ultimas prestaciones con un precio inigualable en Life Informatica"
GIGABYTE,Gigabyte Sabre 15G i7 8750 16G 1TB+256GB 1050 W10 – Portátil,1255,"0,59",€,"1037,68€ (sin IVA)",,"Gigabyte Sabre 15-G es uno de los últimos modelos de portátiles Gigabyte que te proporcionará un rendimiento excelente gracias a la combinación de los gráficos Nvidia GeForce y un procesador Intel Core. Este potente portátil con el que podrás jugar a todos tus juegos favoritos gracias a su configuración, cuenta con un procesador intel i7 y 16GB de memoria RAM, todo ello combinado con un disco HDD de 1TB de almacenamiento y 256GB SSD, y una tarjeta gráfica GTX 1050 GDDR5 4GB. Sin duda, la mejor la combinación para ganarlos a todos en cualquier parte."
GIGABYTE,Gigabyte Sabre 17G i7 8750 16G 1T+256 1050 Ti W10 – Portátil,1255,"0,59",€,"1037,68€ (sin IVA)",,"Gigabyte Sabre 17-G es uno de los últimos modelos de portátiles Gigabyte que te proporcionará un rendimiento excelente gracias a la combinación de los gráficos Nvidia GeForce y un procesador Intel Core. Este potente portátil con el que podrás jugar a todos tus juegos favoritos gracias a su configuración, cuenta con un procesador intel i7 y 16GB de memoria RAM, todo ello combinado con un disco HDD de 1TB más 256GB SSD de almacenamiento, y una tarjeta gráfica GTX 1050 GDDR5 4GB. Sin duda, la mejor la combinación para ganarlos a todos en cualquier parte"
LENOVO,Lenovo YOGA 720-13IKB I5 8250U 8GB 256G W10 Negro – Portátil,1281,"0,78",€,"1059,32€ (sin IVA)",,"Procesador: Core i5; RAM Instalada: 8,00 GB; Tamaño pantalla: 13,30 ‘; Disco duro: 256,00 GB; Pantalla táctil: Sí; Sistema operativo: Windows 10; Versión sistema operativo: Home"
GIGABYTE,Gigabyte Sabre 15-K 16GB 1TB+256GB 1050 Ti W10 – Portátil,1295,"0,59",€,"1070,74€ (sin IVA)",,"Gigabyte Sabre 15-K es uno de los últimos modelos de portátiles Gigabyte que te proporcionará un rendimiento excelente gracias a la combinación de los gráficos Nvidia GeForce y un procesador Intel Core. Este potente portátil con el que podrás jugar a todos tus juegos favoritos gracias a su configuración, cuenta con un procesador intel i7 y 16GB de memoria RAM, todo ello combinado con un disco HDD de 1TB más 256GB SSD de almacenamiento, y una tarjeta gráfica GTX 1050Ti GDDR5 4GB. Sin duda, la mejor la combinación para ganarlos a todos en cualquier parte."
LENOVO,Lenovo YOGA 720-13IKB I7 8550U 8GB 512GB W10 – Portátil,1309,"0,16",€,"1081,95€ (sin IVA)",,"Procesador: Core i7; RAM Instalada: 8,00 GB; Tamaño pantalla: 13,30 ‘; Disco duro: 512,00 GB; Pantalla táctil: Sí; Sistema operativo: Windows 10; Versión sistema operativo: Home"
ASUS,ASUS GL502VM-FY377T i7 7700 12GB 1TB+128 1060 W10 – Portátil,1319,"0,42",€,"1090,43€ (sin IVA)",,15.6/i77700HQ/12GB/ 1TB+SSD128GB/ GTX1060 3GB/WIN10
ASUS,ASUS UX550VD BN010T I7 7700 8GB 256GB 1050 W10 – Portátil,1326,"0,9",€,"1096,61€ (sin IVA)",,"ASUS ZenBook Pro UX550VD-BN010T. Tipo de producto: Portátil, Factor de forma: Concha. Familia de procesador: 7 generación de procesadores Intel Corei7, Modelo del procesador: i7-7700HQ, Frecuencia del procesador: 2,70 GHz. Diagonal de la pantalla: 39,6 cm (15.6″). Memoria interna: 8 GB, Tipo de memoria interna: DDR4-SDRAM. Capacidad total de almacenaje: 256 GB, Unidad de almacenamiento: SSD. Adaptador gráfico incorporado, Adaptador de gráficos discreto. Sistema operativo instalado: Windows 10 Home. Color del producto: Azul. Peso: 1,8 kg"
HUAWEI,Huawei Matebook E i5 7Y54 8GB 256GB 12″ W10P – Portátil,1349,0,€,"1114,88€ (sin IVA)",,"Huawei Matebook E – Tableta – con anclaje de teclado – Core i5 7Y54 – Win 10 Pro 64 bits – 8 GB RAM – 256 GB SSD – 12″ IPS pantalla táctil 2160 x 1440 (Full HD Plus) – HD Graphics 615 – Wi-Fi, Bluetooth – gris titanio"
APPLE,"Apple MacBook Pro 13 i5 2,3Ghz 8GB 128GB – Portátil",1395,"0,52",€,"1153,32€ (sin IVA)",,"Intel Core i5 de doble núcleo a 2,3 GHz de séptima generación (Turbo Boost de hasta 3,6 GHz) 8 GB de memoria LPDDR3 a 2.133 MHz 128 GB de almacenamiento SSD Intel Iris Plus Graphics 640 Dos puertos Thunderbolt 3 Teclado retroiluminado – Español Kit de accesorios Trackpad Force Touch"
GIGABYTE,Gigabyte Sabre 17K i7 8750 16G 1T+256G 1050Ti W10 – Portátil,1405,"0,59",€,"1161,65€ (sin IVA)",,"Gigabyte Sabre 17-K es uno de los últimos modelos de portátiles Gigabyte que te proporcionará un rendimiento excelente gracias a la combinación de los gráficos Nvidia GeForce y un procesador Intel Core. Este potente portátil con el que podrás jugar a todos tus juegos favoritos gracias a su configuración, cuenta con un procesador intel i7 y 16GB de memoria RAM, todo ello combinado con un disco HDD de 1TB y 256GB SSD de almacenamiento, y una tarjeta gráfica GTX 1050Ti GDDR5 4GB. Sin duda, la mejor la combinación para ganarlos a todos en cualquier parte."
HUAWEI,Huawei MateBook X i5 7200 8GB 256GB 13″ W10P – Portátil,1449,0,€,"1197,52€ (sin IVA)",,"Huawei Matebook X – Core i5 7200U – Win 10 Pro 64 bits – 8 GB RAM – 256 GB SSD – 13″ IPS 2160 x 1440 (Full HD Plus) – HD Graphics 620 – Wi-Fi, Bluetooth – gris espacio"
MSI,MSI GP73 039XES i7 8750 16GB 1TB+256GB 1060 DOS – Portátil,1449,0,€,"1197,52€ (sin IVA)",Sólo queda 1 unidad,"Te presentamos el nuevo portátil GP73 8RE-039XES Leopard Equipado con un procesador de 8ª Generación lo más nuevo del mercado , un Intel i7 8750H con el que podrás hacerlo todo desde la tarea más complicada hasta jugar a juegos de última generación. Guarda toda tu información en un disco duro de 7200 RPM de 1TB de capacidad , y si lo que quieres es velocidad aprovecha el disco duro SSD de 256GB para almacenar ahí todos los programas y juegos que más velocidad de acceso necesites. Este portátil es tan completo que lleva 16GB de memoria RAM para poder abrir varias aplicaciones a la vez sin notar ningún tipo de lentitud. Incorpora una Tarjeta gráfica Nvidia Geforce GTX 1060 6GB con la que podrás jugar a tus juegos favoritos. Disfruta de una pantalla Full HD de 17.3” con un 94% de NTSC para poder ver como nunca tus juegos. Un portátil de ultimas prestaciones con un precio inigualable en Life Informatica"
TOSHIBA,Toshiba Portégé Z20t-B-102,1488,"0,88",€,"1230,48€ (sin IVA)",Sólo quedan 2 unidades,"Ultrabook – Core M 5Y51 / 0.8 GHz – Windows 8.1 Pro 64-bit – 4 GB RAM – 256 GB SSD – sin unidad óptica – 12.5″ pantalla táctil 1920 x 1080 ( Full HD ) – Intel HD Graphics 5300 – 802.11ac – negro grafito, negro (teclado)"
MSI,MSI GE63 021XES i7 8750 16GB 1TB+256GB 1060 DOS – Portátil,1489,0,€,"1230,58€ (sin IVA)",Sólo queda 1 unidad,"Te presentamos el nuevo portátil GE63 RGB 8RE-021XES Raider . Equipado con un procesador de 8ª Generación lo más nuevo del mercado , un Intel i7 8750H con el que podrás hacerlo todo desde la tarea más complicada hasta jugar a juegos de última generación. Guarda toda tu información en un disco duro de 7200 RPM de 1TB de capacidad , y si lo que quieres es velocidad aprovecha el disco duro SSD de 256GB para almacenar ahí todos los programas y juegos que más velocidad de acceso necesites. Este portátil es tan completo que lleva 16GB de memoria RAM para poder abrir varias aplicaciones a la vez sin notar ningún tipo de lentitud. Incorpora una Tarjeta gráfica Nvidia Geforce GTX 1060 6GB con la que podrás jugar a tus juegos favoritos. Disfruta de una pantalla Full HD de 15.6” con un 94% de NTSC y 120hz para poder ver como nunca tus juegos. Con teclado Steelseries iluminado todo color RGB Tecla a Tecla sin duda un portátil de ultimas prestaciones con un precio inigualable en Life Informatica"
ASUS,ASUS GL502VS-GZ226T i7-7700 1TB+128GB 1070 W10 – Portátil,1499,0,€,"1238,85€ (sin IVA)",Sólo queda 1 unidad,"Te presentamos el Asus GL502VS-GZ226T un portátil gaming con procesador Intel Core i7,16GB de RAM y 1Tb + 128 GB SSD de disco duro, todo bajo una potente gráfica Nvidia GTX 1070 con 8GB GDDR5. J151"
ASUS,Asus UX370UA-C4185T I7 8550U 16GB 512GB W10 – Portátil,1522,"0,63",€,"1258,38€ (sin IVA)",,"Te presentamos el UX370UA-C4185T de ASUS un Zenbook Flip S  Esta máquina de tan solo 13.3” de pantalla táctil Full HD y reversible incorpora uno de los nuevos procesadores de Intel, el I7 8550U, de 4 núcleos físicos y un disco SSD de 512GB para almacenaje. Tambien incorpora 16GB de memoria ram para abrir todas las aplicaciones rapidisimo. ZenBookFlip"
LENOVO,Lenovo YOGA 920-13IKB I5 8250 8GB 256GB 13.9″ – Portátil,1524,"0,36",€,"1259,80€ (sin IVA)",,"emos reducido y simplificado drásticamente la forma del Yoga 920 para que parezca aún más delgado de lo que es. Con una estructura de aluminio CNC pulido resistente al desgaste, el Yoga 920 es elegante y robusto a partes iguales. Está disponible en un sofisticado y cálido acabado cobre, bronce y platino."
